time,semantic_deficit,quotient_refinement,policy_preservation,false_compression
34,1.2,0.010399376944046072,0.30467971962482066,0.6416209188814643
35,1.2,0.011607316445304631,0.30522329240038704,0.6381593760615553
36,1.2,0.012953727530695871,0.3058291773888131,0.6355190155512811
37,1.2,0.014454034006386568,0.30650431530287386,0.6337246439479374
38,1.2,0.01612526784547853,0.3072563705304653,0.6327860621310121
39,1.2,0.01798620996209156,0.30809379448294116,0.6326977293741923
40,1.2,0.02005753653785041,0.30902589144203263,0.6334386520781791
41,1.2,0.022361969193544173,0.3100628861370948,0.6349724986013305
42,1.2,0.02492442664711404,0.31121599199120126,0.6372479384032033
43,1.2,0.027772174706191984,0.3124974786177863,0.6401992005621079
44,1.2,0.03093497049195357,0.31392073672137905,0.6437468437443975
45,1.2,0.03444519566621117,0.31550033804979494,0.6477987269502512
46,1.2,0.03833797212535964,0.31725208745641176,0.6522511678936327
47,1.2,0.042651252130942854,0.31919306345892423,0.656990273741481
48,1.2,0.04742587317756678,0.32134164292990497,0.6618934271781595
49,1.2,0.05270556608289024,0.32371750473730054,0.6668309094022109
50,1.2,0.0585369028743679,0.3263416062934655,0.6716676407136811
51,1.2,0.06496916912866407,0.32923612610789876,0.6762650188015119
52,1.2,0.07205414361856402,0.33242436462835373,0.6804828346569152
53,1.2,0.07984576661461423,0.33593059497657635,0.6841812461566288
54,1.2,0.08839967720705841,0.33977985474317624,0.6872227896836608
55,1.2,0.09777259985079931,0.34399766993285963,0.6894744105525967
56,1.2,0.10802156134341918,0.34860970260453855,0.6908094933185889
57,1.2,0.11920292202211755,0.3536413149099528,0.6911098730825563
58,1.2,0.13137120953080678,0.359117044288863,0.6902678084518274
59,1.2,0.14457775046587726,0.3650599877096447,0.6881878956693998
60,1.2,0.15886910488091516,0.37149109719641177,0.6847889014100725
61,0.6830209214634657,0.17428532117858545,0.58828688826882,0.47014699501018276
62,0.6666824853890423,0.19085804424486547,0.605325421961985,0.4543505047846855
63,0.6509605195130004,0.20860852732604496,0.6226240838368079,0.43736266349977904
64,0.6358317636221986,0.22754561719281616,0.6401944562281843,0.41916703856921866
65,0.6212738351412412,0.24766380113907163,0.6580414456000186,0.39976848038585266
66,0.607265196018078,0.2689414213699951,0.6761624850506277,0.3791937675637327
67,0.5937851208590531,0.29133917497056444,0.6945468651594604,0.35749189827572003
68,0.580813666266258,0.31479902333468435,0.7131752489260155,0.3347339778313939
69,0.5683316413318278,0.33924363123418283,0.7320194248862656,0.31101265773347914
70,0.5563205792455235,0.3645764407416393,0.7510423457573876,0.28644109146786395
71,0.5447627099735981,0.3906824581564393,0.7701984877824226,0.2611513875470958
72,0.533640933968524,0.4174297935376853,0.7894345486007645,0.23529256051374095
73,0.5229387968706851,0.44467194473763105,0.808690480000776,0.2090280046311802
74,0.5126404651646084,0.47225076494548685,0.8279008281129954,0.18253254100983066
75,0.5027307027537156,0.5,0.8469963298641305,0.15598911451393419
76,0.49319484841894035,0.5277492350545132,0.8659056935083175,0.12958523926397397
77,0.484018794127861,0.555328055262369,0.8845574753398797,0.10350930831263026
78,0.47518896416225653,0.5825702064623147,0.9028819562820323,0.07794689210063131
79,0.4666922950332082,0.6093175418435606,0.9208129220458652,0.053077150475982895
80,0.4585162161540289,0.6354235592583607,0.9382892589635466,0.029069474383091168
81,0.45064863124242843,0.6607563687658172,0.9552562933117085,0.006080456908690558
82,0.4430779004243989,0.6852009766653157,0.9716668229445079,0.0
83,0.4357928230133433,0.7086608250294356,0.98,0.0
84,0.42878262093897007,0.7310585786300049,0.98,0.0
85,0.4220369228014363,0.7523361988609284,0.98,0.0
86,0.4155457485271491,0.7724543828071839,0.98,0.0
87,0.4092994946035228,0.791391472673955,0.98,0.0
88,0.40328891987084853,0.8091419557551346,0.98,0.0
89,0.3975051318502537,0.8257146788214146,0.98,0.0
90,0.39193957358752646,0.8411308951190849,0.98,0.0
91,0.38658401099333806,0.8554222495341228,0.98,0.0
92,0.38143052066113636,0.8686287904691933,0.98,0.0
93,0.37647147814468523,0.8807970779778823,0.98,0.0
94,0.37169954667790706,0.8919784386565807,0.98,0.0
95,0.3671076663203408,0.9022274001492008,0.98,0.0
96,0.3626890435121557,0.9116003227929417,0.98,0.0
97,0.3584371410232672,0.9201542333853858,0.98,0.0
98,0.35434566828168657,0.927945856381436,0.98,0.0013328387011323807
99,0.35040857206679343,0.935030830871336,0.98,0.008587720023985246
100,0.34662002755376375,0.941463097125632,0.98,0.016020686158927978
101,0.34297442969590275,0.9472944339171098,0.98,0.023515748155444667
102,0.3394663849321334,0.9525741268224334,0.98,0.030955948077868056
103,0.33609070320737233,0.9573487478690571,0.98,0.03822518409484801
104,0.3328423902939869,0.9616620278746403,0.98,0.04521002220959847
105,0.32971664040297394,0.9655548043337889,0.98,0.051801466359478354
106,0.32670882907392784,0.9690650295080464,0.98,0.057896659263094334
107,0.32381450633327935,0.9722278252938079,0.98,0.06340048747377554
108,0.3210293901106832,0.975075573352886,0.98,0.06822706559309727
109,0.3183493599038134,0.9776380308064557,0.98,0.07230107648379837
110,0.3157704506821941,0.9799424634621495,0.98,0.07555894656851764
111,0.313288847021047,0.9820137900379085,0.98,0.07794983787420592
112,0.3109008774564757,0.9838747321545214,0.98,0.07943644134169223
113,0.3086030090536372,0.9855459659936133,0.98,0.07999555902107384
114,0.30639184217986176,0.9870462724693041,0.98,0.07961846606796577
115,0.3042641054749913,0.9883926835546953,0.98,0.07831104689177924
116,0.30221665101149203,0.989600623055954,0.98,0.076093703331481
117,0.30024644963718333,0.9906840406549333,0.98,0.07300103629171974
118,0.29835058649369056,0.99165553846345,0.98,0.06908130580728167
119,0.2965262567039931,0.9925264896648063,0.98,0.06439567796138865
120,0.2947707612226863,0.9933071490757153,0.98,0.059017270409427024
