predictive_information,update_cost,maintenance_cost,js_closure_error,burden,survival_score,phase_b_candidate
0.9960878667931851,0.20718048036558362,1.0795199386700962,0.01954119180586771,1.3062416108415476,0.7344472097232828,1
0.8496147851143084,0.32463198114576186,0.3760874499139285,0.2801853936390716,0.980904824698762,0.8241447365061776,1
0.44708590063468123,0.41982134059575876,1.0590500880932376,0.18738082457347438,1.6662522532624706,0.26050127525531486,0
0.0756557700704661,1.0207755055421994,0.4753066652257921,0.035833915298627485,1.5319160860666192,0.04782540030842066,0
0.2517373940663227,0.06348126872088433,0.13713521958077707,0.02841537782754175,0.22903186612920315,0.9021815234169633,1
0.10256245797398714,0.24203789969552406,0.06767653137485807,0.45405327572913234,0.7637677067995144,0.12603407227519184,0
0.7909171907551141,0.3600885673960599,0.558525230293945,0.37377186748857744,1.2923856651785823,0.5891877507868766,1
0.7995320323374102,1.0436861572486946,0.7164731809346192,0.19212139862638863,1.9522807368097024,0.3993106549141206,0
0.23783923041075572,0.172689444430088,0.32501406562510265,0.6670551637436147,1.1647586737988054,0.19579134155674108,0
0.9500169723485417,1.2317557800912542,0.1880223398328543,0.7899235174026693,2.209701637326778,0.42041699517127834,0
0.34339838413379187,0.9879867791308509,0.25361965159479644,0.5531635106034312,1.7947699413290785,0.18614699667449475,0
0.481938585759378,0.5432356350248921,0.24485058444680366,0.0714021427526946,0.8594883622243904,0.5299007725405873,0
0.5935215174209727,0.7951552194389775,0.09491018954233571,0.8485633142527491,1.7386287232340623,0.3318304742125645,0
0.9980349330456209,0.8638078018314069,0.20439337243251274,0.7089613967364647,1.7771625710003844,0.5462212005028045,1
0.8999714018479477,0.9902441634174614,0.18679725445728607,0.34680217803177427,1.5238435959065217,0.5718302658464427,1
0.16998612651489023,0.3354974051934244,0.48988282886899337,0.6716315849044293,1.497011818966847,0.109880302419676,0
0.8966844893812981,1.103535922025993,0.6826782171534987,0.24043110791767924,2.026645247097171,0.43179473751461617,0
0.22709518530052142,0.9075302721825259,0.719816447767766,0.15336473846710386,1.7807114584173958,0.12404750309305407,0
0.8089093766206213,0.15971050093381875,0.4331354725343902,0.8614878344465255,1.4543338079147345,0.5377193362036508,0
0.6813274419292418,0.0569861132576255,0.41076764961764567,0.8303855818034687,1.2981393446787397,0.50538354556487,0
0.1770448556225698,0.8169134048596668,0.3311509397819684,0.3087234968063649,1.456787841448,0.11749819765762937,0
0.08195612583095713,1.0295669672882628,0.9657753726244325,0.7188714580417286,2.714213797954424,0.029648982250072835,0
0.9315466963937253,0.8493089884838911,0.9556357823277991,0.08487372203235531,1.8898184928440456,0.48022363939213064,0
0.03474618704836939,1.0173016042760632,0.5472033365449258,0.30815116839290574,1.8726561092138947,0.018071971832017253,0
0.17322886434553134,0.043343877591957486,0.6731303529666344,0.7188399735862786,1.4353142041448703,0.11662775718573512,0
0.9752557163912398,1.1605242711917452,0.37838292283210323,0.19646243260486962,1.735369626628718,0.5462486321293579,1
0.7060708206743794,0.48543277157722237,0.7113695426793529,0.03411101637123199,1.2309133306278073,0.551224508162716,1
0.5772512816134433,0.5381513972660618,1.0359964348133632,0.6116786111510614,2.185826443230486,0.2581825093630203,0
0.47004419033789324,0.9930448888519684,1.0713463514631845,0.8280139401818335,2.8924051804969864,0.1597482880513759,0
0.5850895360516414,0.7273202904491088,0.7068416322368986,0.6223974924423435,2.056559415128351,0.2777465149332104,0
0.47887112052843206,0.572176416616792,0.3684193180155992,0.9476297742454719,1.8882255088778632,0.24706677233119007,0
0.09410148782360615,0.15017359443114048,0.9080247853888762,0.14826253672762965,1.2064609165476463,0.07489408272417021,0
0.2535423114860206,1.143321291950428,0.29960019833436585,0.2684571279079325,1.7113786181927266,0.1439453782777091,0
0.33450812612844416,0.7482060770406053,0.31170809727202803,0.6457121491123238,1.7056263234249571,0.19053492287349064,0
0.511308784310547,0.06842413962868607,0.44849765011655274,0.33672961585446937,0.8536514055997082,0.5658252520187439,1
0.41168970802695004,0.6776701007349446,0.6468863125818136,0.7576387869767651,2.0821952002935236,0.1930825601569105,0
0.7300004020032091,0.8524707089393799,0.622308299617695,0.2725160227255307,1.7472950312826057,0.4061661492950649,0
0.8091972718183669,0.6044408037585767,0.6117146880462165,0.8111697000278261,2.0273251918326194,0.3895380824340227,0
0.7754282205638695,0.7733088201501392,0.6716789588224683,0.24863832335712147,1.693626102329729,0.44472161751179834,0
0.4770536963320714,0.2631014198096272,0.05657193594025826,0.4613829276879203,0.7810562834378058,0.5740329576219044,1
0.41065002227776515,1.2483279884153706,1.0192105912823637,0.4097111616804769,2.677249741378211,0.15057294388824247,0
0.05250425677113332,0.6319939298043561,1.1141475276502812,0.8014481394626263,2.5475895969172635,0.020212683648503867,0
0.3728765500289768,0.09904859292891009,0.043872911079981695,0.6493650682965652,0.792286572305457,0.44269558875711523,0
0.7934456428011853,0.3441925505355244,0.274618493158263,0.32940475276237835,0.9482157964561657,0.7948638416843843,1
0.3689402591597707,1.0662618677550277,0.5500798470759386,0.6788393642162525,2.295181079047219,0.157318452914374,0
0.3072658724084185,0.9328139352812798,0.9584576542915475,0.04569988663473107,1.9369714762075583,0.15464030364184334,0
0.1880781175705851,0.7153106025483607,0.20810693810434372,0.6285470573422547,1.551964597994959,0.11740466537524379,0
0.6441432735482564,0.3478167381963485,0.6308753344214801,0.8615750937115201,1.8402671663293488,0.34076837656715914,0
0.5157176708809776,0.921956769978341,0.575892126045503,0.7049593364020827,2.2028082324259266,0.2289221352523332,0
0.07469307974240728,1.031703569334204,0.8837770297205104,0.6865639756031751,2.6020445746578895,0.028164337981401614,0
0.2645656267566204,0.17698882023365936,0.608882890800032,0.10642055156133652,0.8922922625950279,0.28076811967872817,0
0.10439612788079902,0.12690234710884937,0.4297610093951762,0.2518541019986343,0.8085174585026598,0.12160047165828904,0
0.17891037502136825,0.9569225536181812,0.4649833887402393,0.9134047845577716,2.3353107269161923,0.07500506034812053,0
0.27986867135262383,0.8140827251599257,0.8600841848870918,0.10895348795462786,1.7831203980016455,0.15267337140414747,0
0.10293952435913643,0.9486090125898059,0.49826207139332984,0.24508036384794718,1.6919514478310829,0.05909437056199656,0
0.9894849698312553,0.26466960977673426,1.0488634963674661,0.6838809918599061,1.9974140980041066,0.48328521855732126,0
0.6447405810846316,1.1308627697622158,0.7454517010906421,0.4010202839089586,2.2773347547618163,0.27702958492132157,0
0.14432223661548765,0.584243528286845,0.3792885659095209,0.9059549381035771,1.869487032299943,0.07518791957795085,0
0.5398931469453919,0.9738705839237343,0.5862625745505677,0.7046563804155563,2.2647895388898585,0.2332363862350602,0
0.41489533381521293,0.3077746198346083,0.13084382334710873,0.7598922569099327,1.1985107000916497,0.3323121970718846,0
0.21789006405680925,0.49264638417626366,0.9564350133340819,0.36537240130549475,1.8144537988158405,0.11686535981486722,0
0.43057827919458713,0.48183165289682256,0.9620812690816447,0.8797365886474195,2.323649510625887,0.18139926609512444,0
0.5796536318291957,0.538949141507377,0.3965648005367903,0.7909518820627681,1.7264658241069355,0.326295965823378,0
0.12627020516342474,1.091771438222905,0.3943287459123626,0.7536304167206436,2.239730600855911,0.05514631508013406,0
0.9560644868005134,0.7170701146769703,0.43440836776459074,0.9073929933188772,2.0588714757604385,0.45335360537121683,0
0.5113584156640687,1.005961915972746,0.5162385426667309,0.8372129782261095,2.3594134368655864,0.2122335701461417,0
0.10488441883211254,0.7995635253554993,0.8864984240101283,0.3651128424646486,2.0511747918302765,0.049917036526385586,0
0.6949458715560634,0.9749472949203409,0.7214550908389734,0.7957802323935912,2.4921826181529054,0.2733658339859927,0
0.9495740636014406,0.6286648655162884,1.0083501331702598,0.5274857793197828,2.1645007780063312,0.428798252424333,0
0.045798530307684326,0.07434834897388565,0.6283547390230404,0.07026238893181984,0.7729654769287458,0.05565060940174731,0
0.691337265360007,0.6637576843132852,0.8996761685700231,0.16778101986148813,1.7312148727447965,0.3881268205978304,0
0.8435602322284884,0.18711089469513276,0.8819917842602452,0.7253025979742023,1.7944052769295802,0.4573616453932406,0
0.46222088147913476,0.05972714391053451,0.27054689039980684,0.6284713170399693,0.9587453513503106,0.4582136421847238,0
0.10361425476649867,1.0647164832449525,0.189123255074619,0.005507960593797511,1.259347698913369,0.07913425505882693,0
0.7647601118747879,0.7135043623156155,0.31193626665198615,0.37544406214546144,1.4008846911130632,0.527099166845639,0
0.35311123603735983,0.7151911099943011,0.5181148342737976,0.851564895305064,2.0848708395731625,0.16540168589681964,0
0.32379275349059977,0.727620245418373,0.06937401066170142,0.687225015754207,1.4842192718342815,0.21104724691893598,0
0.7768407479012703,0.5840622033178802,0.19481308889587765,0.33887738002040363,1.1177526722341615,0.6652442476667659,1
0.03472891112402133,0.3405449708523736,0.7375053314991206,0.8594989029597738,1.9375492053112682,0.017473233382708866,0
0.26904188066906265,0.599282743200501,0.4754322516897,0.4765078303939863,1.5512228252841873,0.16802276136758962,0
0.9095298014114881,0.6600216760375595,0.6078249242235578,0.8640961246190438,2.1319427248801612,0.41684403125725594,0
0.18411542205896053,0.8975955747316613,0.6536803849824145,0.49412669866426073,2.0454026583783365,0.08786636846278044,0
0.10031853934109533,0.5438431158321753,0.5771574828768374,0.056075876955742676,1.1770764756647552,0.08175410524983691,0
0.12053112567535965,0.34909114607955255,0.18231694829559877,0.35289899111763995,0.8843070854927912,0.1290058991811955,0
0.534014750458541,0.8093001967830761,1.074434415886557,0.7055194704661757,2.589254083135809,0.20233548329839302,0
0.3928881693257734,0.8838491338576651,1.069380130765877,0.3549040368125856,2.308133301436128,0.1666098218817827,0
0.5276656307340288,0.26109651045415005,0.29987458207177003,0.7001204429911932,1.2610915355171133,0.4024628459872635,0
0.9174604366243697,1.1469251031105496,0.5248155692905999,0.20861508180192465,1.8803557542030742,0.47528049408857953,0
0.26382548214625323,0.9911154757088998,0.6592209474902287,0.8373121835839332,2.4876486067830617,0.10396454475259315,0
0.7755514870534699,0.38574972231214716,0.8280983150825413,0.5438963476160525,1.757744385010741,0.4290161227904252,0
0.5933017296629454,1.0840137325717192,0.6837546348665752,0.2739501142575243,2.0417184816958187,0.28364320287591377,0
