alpha,value_A_avg_improver,value_B_risk_reducer,resource_reserve_phi_minus_crit,alpha_from_resource_reserve
3.082014388489209,1.0532805755395684,1.2421438848920863,0.39280575539568363,1.463268411442483
3.112230215827338,1.0544892086330937,1.250302158273381,0.3848920863309354,1.4830702568864125
3.1424460431654677,1.055697841726619,1.2584604316546764,0.3769784172661872,1.503557934508816
3.1726618705035974,1.0569064748201438,1.2666187050359712,0.369064748201439,1.5247677026594038
3.2028776978417266,1.058115107913669,1.274776978417266,0.36115107913669076,1.5467384213959554
3.2330935251798563,1.0593237410071943,1.2829352517985613,0.35323741007194254,1.5695117901029556
3.263309352517986,1.0605323741007195,1.291093525179856,0.34532374100719443,1.5931326116373472
3.293525179856115,1.0617410071942448,1.299251798561151,0.3374100719424462,1.6176490865218887
3.323741007194245,1.0629496402877696,1.3074100719424462,0.329496402877698,1.643113141250878
3.353956834532374,1.0641582733812949,1.315568345323741,0.3215827338129498,1.6695807954138298
3.3841726618705037,1.0653669064748201,1.3237266187050358,0.31366906474820155,1.697112573099415
3.4143884892086334,1.0665755395683454,1.331884892086331,0.30575539568345333,1.7257739649384556
3.4446043165467626,1.0677841726618706,1.340043165467626,0.2978417266187052,1.755635948210205
3.4748201438848922,1.068992805755396,1.3482014388489207,0.289928057553957,1.7867755737067283
3.5050359712230215,1.0702014388489207,1.356359712230216,0.2820143884892088,1.8192766295707468
3.535251798561151,1.071410071942446,1.3645179856115108,0.27410071942446057,1.8532303941487196
3.565467625899281,1.0726187050359712,1.3726762589928057,0.26618705035971235,1.8887364921030751
3.59568345323741,1.0738273381294965,1.380834532374101,0.25827338129496413,1.9259038706933216
3.6258992805755397,1.0750359712230217,1.3889928057553957,0.250359712230216,1.9648519163763056
3.6561151079136693,1.076244604316547,1.3971510791366906,0.2424460431654678,2.0057117358322167
3.6863309352517986,1.0774532374100718,1.4053093525179858,0.2345323741007196,2.0486276303751136
3.716546762589928,1.078661870503597,1.4134676258992807,0.22661870503597137,2.093758798686062
3.746762589928058,1.0798705035971223,1.421625899280576,0.21870503597122315,2.1412813102119452
3.776978417266187,1.0810791366906476,1.4297841726618707,0.21079136690647493,2.1913904007916867
3.8071942446043168,1.0822877697841728,1.4379424460431656,0.20287769784172682,2.2443031536113924
3.837410071942446,1.0834964028776977,1.4461007194244604,0.1949640287769785,2.3002616431187852
3.8676258992805757,1.084705035971223,1.4542589928057557,0.18705035971223039,2.359536637931033
3.8978417266187053,1.0859136690647482,1.4624172661870505,0.17913669064748228,2.4224319822320908
3.9280575539568345,1.0871223021582734,1.4705755395683453,0.17122302158273395,2.4892898052691854
3.958273381294964,1.0883309352517987,1.4787338129496406,0.16330935251798584,2.560496747486692
3.9884892086330934,1.089539568345324,1.4868920863309354,0.1553956834532375,2.6364914425427863
4.018705035971223,1.0907482014388488,1.4950503597122302,0.1474820143884894,2.717773561037316
4.048920863309353,1.091956834532374,1.5032086330935255,0.1395683453237413,2.804914809960678
4.079136690647482,1.0931654676258993,1.5113669064748203,0.13165467625899296,2.898572399728074
4.109352517985611,1.0943741007194245,1.5195251798561151,0.12374100719424486,2.9995056497175105
4.139568345323741,1.0955827338129498,1.52768345323741,0.11582733812949653,3.108596620132254
4.1697841726618705,1.096791366906475,1.5358417266187052,0.10791366906474842,3.2268759571209764
4.2,1.0979999999999999,1.544,0.1,3.3555555555555556
