opportunity_value,safety_value
0.9705268605095279,0.25392914318066406
0.7489877092650531,0.6519950651487287
0.9961952088147585,0.15273278870444618
0.9313878317233933,0.3343266933530086
0.0906462724368946,1.05
0.3731194746294957,0.516349827655957
0.5984065657882061,0.28459797794124403
0.4750243117267189,0.23563709332887614
0.7053915383544836,0.5115051315393412
0.6589702674989282,0.7767061218392692
0.9051623071495098,0.2672497943898524
0.5011637064784608,0.6841777781364117
0.7951831516736327,0.43196652254442497
0.4215582560011286,0.6697083841863877
0.6309075673394768,0.613611619425339
0.512106098660379,0.33582904238136413
0.4777951302525135,0.36471677562404614
0.24296349847220466,0.8018738222415083
0.7418014587367577,0.4517259948224789
0.8342923826553929,0.6036354784458806
0.29938067892240083,0.5206834278455967
0.7428785930860975,0.5960590682886158
0.9498042275498593,0.1246277011170905
0.6290390940692582,0.42951269612439436
0.7203941123792872,0.5097617217902817
0.0825271403697343,1.05
0.5621577668346437,0.33565718400503314
0.7255663258297214,0.4199161746224811
0.594946742640008,0.67701779597375
0.2323809809673174,1.05
0.39979147771631207,0.4310035580055386
0.7679456224995683,0.44701502779661695
0.5990259083587965,0.35724222426648955
0.032231855690282196,1.05
0.16100397780211229,1.05
0.8506397760518848,0.36003217164912366
0.09220281461534208,1.05
0.5871012042954078,0.5331834681957393
0.8104572818327884,0.5568638362591872
0.45424502135285305,0.27645325188261327
0.9122333608458323,0.33564923004421215
0.8540015373699259,0.5883365354273666
0.18390266235416064,1.05
0.9090475669097158,0.3203108837583508
0.6916187391617605,0.4890319388296092
0.8041109809370183,0.34046274785747754
0.9419763640275717,0.13215295506515645
0.9169896464523049,0.30600411709687675
0.6933095056548398,0.44741387474961114
0.5692974575702787,0.3069489290627202
0.5880828638546041,0.6058191296602856
0.7381380927034861,0.38705828455496283
0.9512556627095697,0.26727725186496576
0.9712842892835134,0.43717902941924497
0.8268101873557595,0.4939911278990107
0.4624819508544208,0.26543327755440216
0.8035192497858522,0.41698952364815356
0.2278784723305436,0.8166141388544759
0.016365729564548404,1.05
0.3340504098968258,0.7098878900588343
0.5745579972669275,0.3342644345787822
0.484650694995692,0.27891832418572526
0.536041590909949,0.5184674219204942
0.6041309581295891,0.0831961331829319
0.23546554475644854,1.05
0.19235507409981223,1.0207080729925964
0.7421532377739891,0.4552257636235104
0.37874817802903404,0.6750166486404507
0.9122971751973693,0.2220785679306171
0.06784220323369672,1.05
0.04114933425693201,1.034105818092818
0.6114487178582617,0.3086583120920288
0.2776060009278002,0.9209126462305325
0.6647532822130197,0.14656339142380048
0.785851550184666,0.7175643839303705
0.4687169510647714,0.5068960081612068
0.35386815545807215,0.7562956670418417
0.23974081016540794,0.964038280074798
0.22296839037098404,0.8199004156498739
0.7763792305710914,0.5072568403088689
0.3289463954010079,0.857615999843806
0.9967673652524197,0.0
0.06806240607816905,1.05
0.5471825105951572,0.3233772178066827
0.8372886214483284,0.5160138982979187
0.7127733917670456,0.6162801048082671
0.867552790155656,0.5655770870153033
0.21389625396073708,0.9714942602040688
0.9186129068496222,0.5589850777797104
0.32245773859329274,0.5826689172778049
0.06942061431930324,1.05
0.25394432820833523,0.9042555083140341
0.20594696546779867,1.05
