evaluation_deficit,ranking_accuracy,salience_substitution,proxy_dependence,coarse_preference,value_drift
0.8787878787878788,0.37398666873187675,0.7584021820835408,0.5287561106137538,0.7883739139740842,0.6260133312681233
0.8939393939393939,0.3599093585249658,0.772010217325739,0.5438266322760457,0.7983087839950959,0.6400906414750342
0.9090909090909092,0.346069006291123,0.7850689965968973,0.5588173309729534,0.8078909079968547,0.653930993708877
0.9242424242424243,0.332484427102269,0.7975759193962844,0.5737015674700949,0.8171220822342372,0.667515572897731
0.9393939393939394,0.31917282672147035,0.8095316292520107,0.5884534669160407,0.8260052147149161,0.6808271732785296
0.9545454545454546,0.30614974566937303,0.8209397343399428,0.6030480931692834,0.8345442276569142,0.693850254330627
0.9696969696969697,0.29342902315658703,0.8318065152704824,0.6174616091738101,0.8427439595666284,0.706570976843413
0.9848484848484849,0.28102278025633637,0.8421406271202773,0.6316714213333827,0.8506100681478298,0.7189772197436637
1.0,0.2689414213699951,0.8519528019683106,0.6456563062257954,0.8581489350995123,0.7310585786300049
1.0151515151515151,0.2571936527643822,0.8612555573076909,0.6593965184160424,0.8653675737066641,0.7428063472356178
1.0303030303030303,0.24578651673774468,0.8700629147918898,0.6728738785568971,0.8722735399770217,0.7542134832622553
1.0454545454545454,0.23472543980283023,0.8783901328756922,0.6860718413926845,0.8788748479318,0.7652745601971698
1.0606060606060606,0.22401429315989183,0.8862534560571201,0.6989755436937997,0.8851798895218526,0.7759857068401081
1.0757575757575757,0.21365546366762914,0.8936698826395411,0.7115718325341054,0.8911973595145017,0.7863445363323709
1.0909090909090908,0.2036499335022193,0.90065695222807,0.7238492746709875,0.8969361855817038,0.7963500664977807
1.1060606060606062,0.19399736671885578,0.9072325535597601,0.7357981480909626,0.9024054637179802,0.8060026332811442
1.1212121212121213,0.18469620099093434,0.9134147527459331,0.7474104170371008,0.9076143990269334,0.8153037990090657
1.1363636363636365,0.17574374289308,0.9192216415759759,0.7586796920351747,0.9125722518380801,0.82425625710692
1.1515151515151516,0.16713626520934124,0.9246712051903511,0.769601176582621,0.9172882890507411,0.8328637347906588
1.1666666666666667,0.15886910488091513,0.9297812081694472,0.7801716022593175,0.9217717405482161,0.8411308951190849
1.1818181818181819,0.15093676035290007,0.9345690978957785,0.7903891540646985,0.926031760482595,0.8490632396471
1.196969696969697,0.14333298723144824,0.939051923920755,0.8002533877860981,0.9300773931974198,0.8566670127685517
1.2121212121212122,0.13605089131658663,0.9432462719944285,0.8097651411636567,0.9339175435310022,0.8639491086834133
1.2272727272727273,0.12908301822783436,0.9471682113881719,0.8189264405435172,0.9375609512265242,0.8709169817721656
1.2424242424242424,0.12242143898621305,0.9508332541476562,0.8277404046096035,0.9410161691650937,0.877578561013787
1.2575757575757576,0.11605783105467002,0.9542563249489783,0.836211146661255,0.9442915451337247,0.88394216894533
1.2727272727272727,0.10998355446732735,0.9574517402874801,0.8443436767654366,0.9473952068408548,0.8900164455326727
1.2878787878787878,0.10418972279494806,0.9604331958007261,0.8521438049638115,0.950335049896641,0.8958102772050519
1.303030303030303,0.09866726879874968,0.963213760609207,0.8596180465617426,0.9531187284831424,0.9013327312012503
1.3181818181818181,0.09340700471683218,0.9658058776464332,0.8667735303727625,0.9557536484498604,0.9065929952831678
1.3333333333333335,0.08839967720705837,0.9682213690407698,0.8736179106419871,0.958246962582418,0.9116003227929417
1.3484848484848486,0.08363601703758654,0.9704714457019802,0.8801592832284153,0.9606055678058133,0.9163639829624135
1.3636363636363638,0.07910678367200667,0.9725667203539152,0.8864061064914417,0.9628361040982714,0.9208932163279934
1.378787878787879,0.07480280494096167,0.9745172233396103,0.8923671272029537,0.964944954906822,0.9251971950590383
1.393939393939394,0.07071501202714364,0.9763324206051489,0.8980513116942257,0.9669382488710278,0.9292849879728564
1.4090909090909092,0.06683447001662834,0.9780212333433324,0.9034677823471057,0.9688218626765226,0.9331655299833717
1.4242424242424243,0.06315240428765426,0.9795920588470477,0.908625759451908,0.9706014248749582,0.9368475957123458
1.4393939393939394,0.059660223019174806,0.98105279218511,0.9135345083797901,0.9722823205214467,0.9403397769808252
1.4545454545454546,0.0563495361067887,0.9824108483702653,0.9182032919547619,0.9738696964944872,0.9436504638932113
1.4696969696969697,0.05321217077391106,0.9836731847401502,0.9226413278591538,0.9753684673765873,0.946787829226089
1.4848484848484849,0.05024018416214772,0.9848463233175655,0.9268577508655216,0.9767833217862728,0.9497598158378523
1.5,0.04742587317756678,0.9859363729567544,0.9308615796566533,0.9781187290638694,0.9525741268224333
